270.00000	0.000
280.00000	0.01133
290.00000	0.04226
300.00000	0.10139
310.00000	0.16362
320.00000	0.20959
330.00000	0.23484
340.00000	0.24801
350.00000	0.25301
360.00000	0.25830
370.00000	0.25656
380.00000	0.25733
390.00000	0.25686
400.00000	0.25370
410.00000	0.25161
420.00000	0.24805
430.00000	0.24153
440.00000	0.23552
450.00000	0.22777
460.00000	0.21634
470.00000	0.20268
480.00000	0.18945
490.00000	0.17824
500.00000	0.16828
510.00000	0.15951
520.00000	0.14427
530.00000	0.11830
540.00000	0.09133
550.00000	0.07532
560.00000	0.06382
570.00000	0.05510
580.00000	0.04703
590.00000	0.03793
600.00000	0.02967
610.00000	0.02242
620.00000	0.01602
630.00000	0.01028
640.00000	0.00681
650.00000	0.00354
660.00000	0.00341
670.00000	0.00149
680.00000	0.00082
690.00000	0.00068
700.00000	0.00063
